الشركة,رقم الحساب,اسم الحساب,التاريخ,رقم السند,نوع المستند,البيان/الشرح,المبلغ
SHK,6010101012,مصاريف لوازم مستهلكة,3/25/2026,26101563,قيد يومي,ف/رقم 3034,25
SHK,6010101012,مصاريف لوازم مستهلكة,3/25/2026,26101564,قيد يومي,ف/رقم 49662 شفرة مقص مواسي,15.517
SHK,6010101012,مصاريف لوازم مستهلكة,3/25/2026,26101565,قيد يومي,ف/رقم 1908 درم شوال صودا,34.488
SHK,6020101014,خصم مسموح به,3/25/2026,26101583,قيد يومي,خصم,-912.5
SHK,6020101017,مصاريف شحن سيارات,3/26/2026,26101592,قيد يومي,شحن سيارة جهاد فقوس ة,10.7
SHK,6010101009,مصاريف متفرقة,3/26/2026,26101593,قيد يومي,طوابع,2
SHK,6020101017,مصاريف شحن سيارات,3/26/2026,26101596,قيد يومي,شحن سيارة لؤي السيد,11.45
SHK,6020101010,مصاريف صيانة سيارات,3/26/2026,26101602,قيد يومي,صيانة سيارة محمد ياسر,86
SHK,6010101017,مصاريف عينات,3/25/2026,26101603,قيد يومي,فاتورة مبيعات رقم 26100754,24.707
SHK,6020101014,خصم مسموح به,3/25/2026,26101604,قيد يومي,طوابع على فاتورة 26101674,10
SHK,6020101023,مصاريف ايجار,3/26/2026,26101605,قيد يومي,ايجار مستودع محمد ياسر,105
SHK,6020101015,مصاريف تحميل وتنزيل,3/26/2026,26101605,قيد يومي,تحميل وتنزيل - محمد ياسر,45
SHK,6020101017,مصاريف شحن سيارات,3/26/2026,26101610,قيد يومي,شحن سيارة امجد زكي,50
SHK,6010101004,مصاريف ضيافة,3/26/2026,26101614,قيد يومي,فطور المكتب,19
SHK,6020101012,مصاريف محروقات سيارات,3/26/2026,26101614,قيد يومي,ديزل,45
SHK,6020101012,مصاريف محروقات سيارات,3/26/2026,26101615,قيد يومي,ديزل,34
SHK,6020101010,مصاريف صيانة سيارات,3/26/2026,26101616,قيد يومي,صيانة سيارة عمار عنبة,25
SHK,6020101010,مصاريف صيانة سيارات,3/26/2026,26101617,قيد يومي,لمبة بريك - احمد ابو حشيش,1
SHK,6010101020,مصاريف حكومية,3/26/2026,26101634,قيد يومي,جمارك,9.07
SHK,6020101020,مصاريف بريد,3/26/2026,26101638,قيد يومي,بريد,30
SHK,6010101022,مصاريف عمولات زين كاش,3/26/2026,26101638,قيد يومي,بريد,0.35
SHK,6020101015,مصاريف تحميل وتنزيل,3/26/2026,26101641,قيد يومي,دفعة من حساب العيد المصري,550
SHK,6010101022,مصاريف عمولات زين كاش,3/26/2026,26101641,قيد يومي,دفعة من حساب العيد المصري,0.35
SHK,6020101018,مصاريف فحص عينات,3/26/2026,26101644,قيد يومي,فحص عينات,120.5
SHK,6020101003,مصاريف تصدير,3/26/2026,26101645,قيد يومي,منشأ,14.65
SHK,6020101003,مصاريف تصدير,3/26/2026,26101646,قيد يومي,شهادة صحية,30.5
SHK,6020101022,مصاريف صيانة عامة,3/26/2026,26101647,قيد يومي,صيانة حمام مكتب المقابلين,10
SHK,6020101010,مصاريف صيانة سيارات,3/26/2026,26101651,قيد يومي,بنشر - ابو لؤي,10
SHK,6020101010,مصاريف صيانة سيارات,3/26/2026,26101651,قيد يومي,انتي فريز kat سيارة ابو لؤي,49.655
SHK,6020101010,مصاريف صيانة سيارات,3/26/2026,26101651,قيد يومي,اضوية الماني - سيارة ابو لؤي,8.5
SHK,6020101012,مصاريف محروقات سيارات,3/26/2026,26005758,قيد يومي,ديزل(Reversal) - 8442,-34
SHK,6010101022,مصاريف عمولات زين كاش,3/29/2026,26101655,قيد يومي,دهين ابو قاسم,0.35
SHK,6010101022,مصاريف عمولات زين كاش,3/24/2026,26005821,قيد يومي,ايجار نقل حليب(Reversal) - 8097,-0.35
SHK,6010101012,مصاريف لوازم مستهلكة,3/29/2026,26101657,قيد يومي,ف/رقم 4917,80
SHK,6010101012,مصاريف لوازم مستهلكة,3/29/2026,26101657,قيد يومي,معاصم,6
SHK,6010101012,مصاريف لوازم مستهلكة,3/29/2026,26101657,قيد يومي,اكياس شفاف,6
SHK,6010101012,مصاريف لوازم مستهلكة,3/29/2026,26101657,قيد يومي,تحميل وتنزيل,30
SHK,6010101004,مصاريف ضيافة,3/29/2026,26101657,قيد يومي,مياه,35
SHK,6020101012,مصاريف محروقات سيارات,3/29/2026,26101657,قيد يومي,ديزل,10
SHK,6020101012,مصاريف محروقات سيارات,3/29/2026,26101657,قيد يومي,ديزل,19
SHK,6020101015,مصاريف تحميل وتنزيل,3/29/2026,26101657,قيد يومي,تحميل وتنزيل سامر,15
SHK,6010101014,مصاريف طعام موظفين,3/29/2026,26101657,قيد يومي,فطور مستودع سحاب,6
SHK,6020101014,خصم مسموح به,3/26/2026,26101665,قيد يومي,خصم نقدي كشوفات مرفقة,28.13
SHK,6010101025,مصاريف هاتف,3/29/2026,26101666,قيد يومي,اتصالات,7.86
SHK,6010101009,مصاريف متفرقة,3/25/2026,26101667,قيد يومي,طوابع,1
SHK,6010101009,مصاريف متفرقة,3/25/2026,26101668,قيد يومي,طوابع,4.2
SHK,6010101022,مصاريف عمولات زين كاش,3/29/2026,26101669,قيد يومي,تحويل للبنك,0.35
SHK,6010101025,مصاريف هاتف,3/29/2026,26101676,قيد يومي,الهاتف الارضي,47.5
SHK,6010101009,مصاريف متفرقة,3/29/2026,26101676,قيد يومي,مواقف + سحب اوراق - ابو العبد,6
SHK,6020101015,مصاريف تحميل وتنزيل,3/29/2026,26101681,قيد يومي,نضال,5.85
SHK,6010101012,مصاريف لوازم مستهلكة,3/30/2026,26101682,قيد يومي,صيانة طبالي,55
SHK,6010101012,مصاريف لوازم مستهلكة,3/30/2026,26101682,قيد يومي,شبر كوشوك,64.5
SHK,6020101010,مصاريف صيانة سيارات,3/30/2026,26101682,قيد يومي,بنشر,5
SHK,6020101015,مصاريف تحميل وتنزيل,3/30/2026,26101682,قيد يومي,دفعة باص الاتش 100,30
SHK,6020101015,مصاريف تحميل وتنزيل,3/30/2026,26101682,قيد يومي,اجرة توصيل عطاء رويشد + اكرامية معاذ,30
SHK,6020101015,مصاريف تحميل وتنزيل,3/30/2026,26101682,قيد يومي,تحميل وتنزيل الولاء,75
SHK,6020101015,مصاريف تحميل وتنزيل,3/30/2026,26101682,قيد يومي,اجرة يومية ابن ابو العبد,20
SHK,6020101010,مصاريف صيانة سيارات,3/30/2026,26101682,قيد يومي,فردة كوشوك,10
SHK,6010101022,مصاريف عمولات زين كاش,3/30/2026,26101684,قيد يومي,نور - باقي ال 4000,0.35
SHK,6010101009,مصاريف متفرقة,3/30/2026,26101685,قيد يومي,طوابع,5.4
SHK,6010101009,مصاريف متفرقة,3/30/2026,26101686,قيد يومي,طوابع,10.5
SHK,6010101009,مصاريف متفرقة,3/30/2026,26101687,قيد يومي,طوابع,5.5
SHK,6010101009,مصاريف متفرقة,3/30/2026,26101688,قيد يومي,طوابع,7.9
SHK,6010101009,مصاريف متفرقة,3/30/2026,26101689,قيد يومي,طوابع,19.6
SHK,6010101022,مصاريف عمولات زين كاش,3/30/2026,26101690,قيد يومي,رسوم دفاع مدني,0.35
SHK,6010101020,مصاريف حكومية,3/30/2026,26101690,قيد يومي,رسوم دفاع مدني,7
SHK,6010101009,مصاريف متفرقة,3/30/2026,26101691,قيد يومي,طوابع,24.1
SHK,6020101010,مصاريف صيانة سيارات,3/30/2026,26101692,قيد يومي,ف/رقم 467 كوشوك,77.586
SHK,6010101012,مصاريف لوازم مستهلكة,3/14/2026,26101693,قيد يومي,ف/رقم 80946 مبروم حديد 14 ملم,4.526
SHK,6010101012,مصاريف لوازم مستهلكة,3/13/2026,26101694,قيد يومي,ف/رقم 79140صاج+ تيوبات + حديد مبسط,440.732
SHK,6020101006,مصاريف معارض,3/30/2026,26101699,قيد يومي,اغلاق في ح المصاريف,616.197
SHK,6020101014,خصم مسموح به,3/30/2026,26101699,قيد يومي,اغلاق فرق حساب,184.87
SHK,6020101014,خصم مسموح به,3/30/2026,26101699,قيد يومي,خصم ذمة احسان ابو عودة,810.92
SHK,6020101014,خصم مسموح به,3/30/2026,26101708,قيد يومي,خصم فرق ف 26100029,19
SHK,6020101010,مصاريف صيانة سيارات,3/30/2026,26101711,قيد يومي,تبديل كوشوك,4
SHK,6020101012,مصاريف محروقات سيارات,3/30/2026,26101711,قيد يومي,ديزل,65.03
SHK,6020101005,مصاريف تعبئة وتغليف,3/30/2026,26101711,قيد يومي,تعبئة وتغليف نص طن جوز هند,50
SHK,6010101009,مصاريف متفرقة,3/30/2026,26101711,قيد يومي,ف/رقم 14785,6
SHK,6020101010,مصاريف صيانة سيارات,3/30/2026,26101711,قيد يومي,بنشر,3
SHK,6020101014,خصم مسموح به,3/30/2026,26101712,قيد يومي,فروقات حساب,-57.589
SHK,6010101022,مصاريف عمولات زين كاش,3/30/2026,26101713,قيد يومي,تحويل للبنك,0.35
SHK,6020101015,مصاريف تحميل وتنزيل,3/30/2026,26101718,قيد يومي,نضال,15
SHK,6020101017,مصاريف شحن سيارات,3/31/2026,26101721,قيد يومي,شحش سيارة سفيان,2.7
SHK,6010101023,مصاريف سفر واقامة وتنقلات,3/31/2026,26101723,قيد يومي,مصاريف سفر -سفيان التعمري,130
SHK,6020101018,مصاريف فحص عينات,3/31/2026,26101727,قيد يومي,فحص عينات تصدير السعودية,110
SHK,6010101021,مصاريف عمولات بنكية,3/31/2026,26101728,قيد يومي,عمولات,0.5
SHK,6010101009,مصاريف متفرقة,3/31/2026,26101732,قيد يومي,طوابع,4.8
SHK,6020101003,مصاريف تصدير,3/31/2026,26101733,قيد يومي,منشأ,59.5
SHK,6020101012,مصاريف محروقات سيارات,3/31/2026,26101743,قيد يومي,بنزين,5
SHK,6020101015,مصاريف تحميل وتنزيل,3/31/2026,26101745,قيد يومي,نضال,20
SHK,6020101012,مصاريف محروقات سيارات,4/1/2026,26101747,قيد يومي,ديزل,5
SHK,6020101010,مصاريف صيانة سيارات,4/1/2026,26101747,قيد يومي,تركيب كوشوك,3
SHK,6020101015,مصاريف تحميل وتنزيل,4/1/2026,26101747,قيد يومي,باص الشيخ,50
SHK,6020101015,مصاريف تحميل وتنزيل,4/1/2026,26101747,قيد يومي,تحميل وتنزيل,20
SHK,6020101010,مصاريف صيانة سيارات,4/1/2026,26101748,قيد يومي,كوشوك,10.345
SHK,6020101010,مصاريف صيانة سيارات,4/1/2026,26101749,قيد يومي,ف/رقم 2926 فلتز زيت + جالون زيت + فلتر ديزل,273.296
SHK,6010101009,مصاريف متفرقة,4/1/2026,26101750,قيد يومي,طوابع + رسوم تمديد عطاء,3502.9
SHK,6010101022,مصاريف عمولات زين كاش,4/1/2026,26101751,قيد يومي,باقي ال 4000,0.35
SHK,6020101003,مصاريف تصدير,4/1/2026,26101752,قيد يومي,منشأ,4.5
SHK,6010101009,مصاريف متفرقة,4/1/2026,26101754,قيد يومي,طوابع,42.9
SHK,6010101021,مصاريف عمولات بنكية,3/17/2026,26101755,قيد يومي,عمولات,6.997
SHK,6010101021,مصاريف عمولات بنكية,3/31/2026,26101756,قيد يومي,عمولات,6.997
SHK,6010101021,مصاريف عمولات بنكية,3/31/2026,26101756,قيد يومي,عمولات,17.703
SHK,6010101021,مصاريف عمولات بنكية,3/31/2026,26101756,قيد يومي,عمولات,6.997
SHK,6010101021,مصاريف عمولات بنكية,3/31/2026,26101756,قيد يومي,عمولات,6.997
SHK,6010101021,مصاريف عمولات بنكية,3/31/2026,26101756,قيد يومي,عمولات,6.997
SHK,6010101021,مصاريف عمولات بنكية,3/31/2026,26101756,قيد يومي,فرق عملة,0.028
SHK,6010101021,مصاريف عمولات بنكية,3/31/2026,26101756,قيد يومي,عمولة طلب كشف حساب,2.517
SHK,6020101014,خصم مسموح به,4/1/2026,26101760,قيد يومي,خصم,1.095
SHK,6010101028,مصاريف رسوم شهرية واشتراكات,4/2/2026,26101768,قيد يومي,نظام التتبع,540.56
SHK,6020101012,مصاريف محروقات سيارات,4/2/2026,26101769,قيد يومي,محروقات,20
SHK,6020101015,مصاريف تحميل وتنزيل,4/2/2026,26101771,قيد يومي,تحميل وتنزيل نضال,15
SHK,6020101015,مصاريف تحميل وتنزيل,4/2/2026,26101772,قيد يومي,اكرامية عامل انتاج,15
SHK,6010101004,مصاريف ضيافة,4/2/2026,26101773,قيد يومي,مصاريف ضيافة,2
SHK,6020101013,مصاريف بيعية,4/5/2026,26101779,قيد يومي,بيعية - مهند,672.5
SHK,6010101009,مصاريف متفرقة,4/5/2026,26101779,قيد يومي,بيعية - مهند,0.35
SHK,6020101015,مصاريف تحميل وتنزيل,4/5/2026,26101780,قيد يومي,تحميل وتنزيل الولاء,60
SHK,6010101009,مصاريف متفرقة,4/5/2026,26101780,قيد يومي,تحميل وتنزيل الولاء,0.35
SHK,6010101025,مصاريف هاتف,4/5/2026,26101781,قيد يومي,هاتف,41.76
SHK,6020101014,خصم مسموح به,4/5/2026,26101795,قيد يومي,خصم كشف مرفق,61
SHK,6020101017,مصاريف شحن سيارات,4/5/2026,26101797,قيد يومي,شحن سيارة سامر,35.45
SHK,6010101009,مصاريف متفرقة,3/12/2026,26006566,قيد يومي,عمولات(Reversal) - 7711,-1
SHK,6010101009,مصاريف متفرقة,3/12/2026,26006566,قيد يومي,عمولات(Reversal) - 7711,-0.7
SHK,6010101020,مصاريف حكومية,4/5/2026,26101799,قيد يومي,طوابع بلدية الرصيفة,3.4
SHK,6010101009,مصاريف متفرقة,3/12/2026,26101800,قيد يومي,عمولات,1
SHK,6010101009,مصاريف متفرقة,3/12/2026,26101800,قيد يومي,عمولات,0.7
SHK,6010101021,مصاريف عمولات بنكية,3/1/2026,26006568,قيد يومي,عمولات(Reversal) - 5996,-0.35
SHK,6010101021,مصاريف عمولات بنكية,3/1/2026,26101801,قيد يومي,عمولات,0.7
SHK,6010101018,مصاريف قرطاسية ومطبوعات,4/5/2026,26101802,قيد يومي,تصوير وثائق,1.967
SHK,6020101017,مصاريف شحن سيارات,4/5/2026,26101802,قيد يومي,شحن سيارة جهاد فقوسة,12.55
SHK,6010101009,مصاريف متفرقة,3/30/2026,26101805,قيد يومي,شحن طرد لبنان,10
SHK,6020101013,مصاريف بيعية,4/5/2026,26101809,قيد يومي,عمولة شهر 02,457.27
SHK,6020101015,مصاريف تحميل وتنزيل,4/5/2026,26101810,قيد يومي,تحميل وتنزيل الكرك,25
SHK,6020101017,مصاريف شحن سيارات,4/5/2026,26101816,قيد يومي,شحن سيارة لؤي السيد,22.85
SHK,6010101003,مصاريف النظافة,4/5/2026,26101818,قيد يومي,نظافة المكتب,20
SHK,6020101010,مصاريف صيانة سيارات,4/5/2026,26101819,قيد يومي,بناشر,4
SHK,6020101010,مصاريف صيانة سيارات,4/5/2026,26101820,قيد يومي,ف/473,129.1
SHK,6020101010,مصاريف صيانة سيارات,4/5/2026,26101821,قيد يومي,صيانة,1
SHK,6020101012,مصاريف محروقات سيارات,4/5/2026,26101822,قيد يومي,محروقات,20
